"Product","SubCategory","Category","OrderDate","SalesAmount","Freight","Country","City","PostalCode"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-03-31 00:00:00","1120.4900","28.0123","Australia","Lavender Bay","2060"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-31 00:00:00","539.9900","13.4998","Australia","Townsville","4810"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-31 00:00:00","2319.9900","57.9998","Australia","Sydney","1002"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-31 00:00:00","2294.9900","57.3748","Australia","Seaford","3198"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-03-31 00:00:00","2384.0700","59.6018","United States","Concord","94519"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-03-31 00:00:00","2384.0700","59.6018","United States","San Gabriel","91776"
"Touring-1000 Blue, 60","Touring Bikes","Bikes","2015-03-31 00:00:00","2384.0700","59.6018","United States","Colma","94014"
"Touring-1000 Yellow, 60","Touring Bikes","Bikes","2015-03-31 00:00:00","2384.0700","59.6018","United States","Tacoma","98403"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-31 00:00:00","539.9900","13.4998","United States","Los Angeles","90012"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-03-31 00:00:00","1120.4900","28.0123","United States","Burien","98168"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-03-31 00:00:00","1120.4900","28.0123","United States","Lake Oswego","97034"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-03-31 00:00:00","1700.9900","42.5248","United States","Woodburn","97071"
"Road-750 Black, 58","Road Bikes","Bikes","2015-03-31 00:00:00","539.9900","13.4998","United Kingdom","London","W1V 5RN"
"Touring-1000 Yellow, 60","Touring Bikes","Bikes","2015-03-31 00:00:00","2384.0700","59.6018","United Kingdom","Oxford","OX1"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-03-30 00:00:00","1700.9900","42.5248","France","Chatou","78400"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-03-30 00:00:00","1700.9900","42.5248","Germany","Hof","95010"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-30 00:00:00","2294.9900","57.3748","Germany","Salzgitter","38231"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-30 00:00:00","2319.9900","57.9998","United Kingdom","Kirkby","KB9"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-03-30 00:00:00","2319.9900","57.9998","France","Roubaix","59100"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-30 00:00:00","2294.9900","57.3748","United Kingdom","Berkshire","RG11 5TP"
"Road-250 Black, 44","Road Bikes","Bikes","2015-03-30 00:00:00","2443.3500","61.0838","Germany","Darmstadt","64283"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-30 00:00:00","2294.9900","57.3748","United States","Burlingame","94010"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-30 00:00:00","2294.9900","57.3748","United States","Everett","98201"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-30 00:00:00","2319.9900","57.9998","Canada","Victoria","V8V"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-30 00:00:00","2294.9900","57.3748","Canada","Cliffside","V8Y 1L1"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-30 00:00:00","2294.9900","57.3748","Australia","Lane Cove","1597"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-30 00:00:00","2294.9900","57.3748","Australia","Hervey Bay","4655"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-03-30 00:00:00","1700.9900","42.5248","Australia","Malabar","2036"
"Mountain-500 Silver, 44","Mountain Bikes","Bikes","2015-03-30 00:00:00","564.9900","14.1248","Australia","Wollongong","2500"
"Touring-1000 Blue, 54","Touring Bikes","Bikes","2015-03-30 00:00:00","2384.0700","59.6018","United States","Marysville","98270"
"Touring-3000 Blue, 58","Touring Bikes","Bikes","2015-03-30 00:00:00","742.3500","18.5588","United States","Yakima","98901"
"Touring-3000 Yellow, 54","Touring Bikes","Bikes","2015-03-30 00:00:00","742.3500","18.5588","United States","Palo Alto","94303"
"Touring-1000 Blue, 54","Touring Bikes","Bikes","2015-03-30 00:00:00","2384.0700","59.6018","United States","Spring Valley","91977"
"Touring-1000 Blue, 60","Touring Bikes","Bikes","2015-03-30 00:00:00","2384.0700","59.6018","United States","Glendale","91203"
"Touring-2000 Blue, 60","Touring Bikes","Bikes","2015-03-30 00:00:00","1214.8500","30.3713","Canada","Vancouver","V7L 4J4"
"Touring-2000 Blue, 50","Touring Bikes","Bikes","2015-03-30 00:00:00","1214.8500","30.3713","United States","Beverly Hills","90210"
"Touring-1000 Blue, 60","Touring Bikes","Bikes","2015-03-30 00:00:00","2384.0700","59.6018","United States","Beverly Hills","90210"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-03-30 00:00:00","1700.9900","42.5248","United States","Colma","94014"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-30 00:00:00","539.9900","13.4998","Germany","Eilenburg","04838"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-03-30 00:00:00","2384.0700","59.6018","France","Roubaix","59100"
"Touring-3000 Blue, 62","Touring Bikes","Bikes","2015-03-30 00:00:00","742.3500","18.5588","Australia","Sunbury","3429"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-03-29 00:00:00","769.4900","19.2373","Australia","St. Leonards","2065"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-03-29 00:00:00","1700.9900","42.5248","France","Colombes","92700"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-29 00:00:00","2294.9900","57.3748","Germany","Frankfurt am Main","60082"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-29 00:00:00","2294.9900","57.3748","Germany","Berlin","14111"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-29 00:00:00","2294.9900","57.3748","United Kingdom","Oxford","OX1"
"Mountain-500 Black, 40","Mountain Bikes","Bikes","2015-03-29 00:00:00","539.9900","13.4998","United Kingdom","Warrington","WA1"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-29 00:00:00","2319.9900","57.9998","United States","Santa Monica","90401"
"Touring-3000 Yellow, 58","Touring Bikes","Bikes","2015-03-29 00:00:00","742.3500","18.5588","Germany","Paderborn","33098"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-03-29 00:00:00","2384.0700","59.6018","United Kingdom","Bury","PE17"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-03-29 00:00:00","1120.4900","28.0123","Australia","Gold Coast","4217"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-03-29 00:00:00","1120.4900","28.0123","Australia","Malabar","2036"
"Road-550-W Yellow, 40","Road Bikes","Bikes","2015-03-29 00:00:00","1120.4900","28.0123","Australia","Hobart","7001"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-29 00:00:00","2294.9900","57.3748","Australia","Findon","5023"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-29 00:00:00","2319.9900","57.9998","Australia","Townsville","4810"
"Touring-1000 Yellow, 60","Touring Bikes","Bikes","2015-03-29 00:00:00","2384.0700","59.6018","United States","Port Orchard","98366"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-29 00:00:00","539.9900","13.4998","United States","Grossmont","91941"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-03-29 00:00:00","1700.9900","42.5248","United States","Chula Vista","91910"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-03-29 00:00:00","1120.4900","28.0123","United Kingdom","Warrington","WA3 7BH"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-29 00:00:00","539.9900","13.4998","France","Villeneuve-d'Ascq","59491"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-29 00:00:00","539.9900","13.4998","United Kingdom","Runcorn","TY31"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-28 00:00:00","2319.9900","57.9998","France","Paris","75007"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-28 00:00:00","2319.9900","57.9998","Germany","M?nchen","80074"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-28 00:00:00","2294.9900","57.3748","France","Lille","59000"
"Road-250 Black, 44","Road Bikes","Bikes","2015-03-28 00:00:00","2443.3500","61.0838","United Kingdom","London","SW19 3RU"
"Road-250 Black, 44","Road Bikes","Bikes","2015-03-28 00:00:00","2443.3500","61.0838","France","Verrieres Le Buisson","91370"
"Mountain-500 Black, 40","Mountain Bikes","Bikes","2015-03-28 00:00:00","539.9900","13.4998","France","Paris","75009"
"Mountain-500 Silver, 42","Mountain Bikes","Bikes","2015-03-28 00:00:00","564.9900","14.1248","Canada","N. Vancouver","V7L 4J4"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-28 00:00:00","2294.9900","57.3748","United States","Burien","98168"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-28 00:00:00","2294.9900","57.3748","United States","Beaverton","97005"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-28 00:00:00","2294.9900","57.3748","United States","San Francisco","94109"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-28 00:00:00","2319.9900","57.9998","United States","Lebanon","97355"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-28 00:00:00","2294.9900","57.3748","Canada","Langford","V9"
"Touring-2000 Blue, 60","Touring Bikes","Bikes","2015-03-28 00:00:00","1214.8500","30.3713","Germany","Solingen","42651"
"Touring-2000 Blue, 50","Touring Bikes","Bikes","2015-03-28 00:00:00","1214.8500","30.3713","United Kingdom","Bury","PE17"
"Touring-1000 Blue, 60","Touring Bikes","Bikes","2015-03-28 00:00:00","2384.0700","59.6018","Germany","Offenbach","63009"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-28 00:00:00","539.9900","13.4998","Australia","Port Macquarie","2444"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-28 00:00:00","2294.9900","57.3748","Australia","Melbourne","3000"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-28 00:00:00","2294.9900","57.3748","Australia","Melbourne","3000"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-03-28 00:00:00","2384.0700","59.6018","Canada","Vancouver","V7L 4J4"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-03-28 00:00:00","1120.4900","28.0123","United States","Lakewood","90712"
"Road-550-W Yellow, 40","Road Bikes","Bikes","2015-03-28 00:00:00","1120.4900","28.0123","United States","Yakima","98901"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-03-28 00:00:00","1120.4900","28.0123","Germany","Sulzbach Taunus","66272"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-03-28 00:00:00","2384.0700","59.6018","Australia","Geelong","3220"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-27 00:00:00","2319.9900","57.9998","France","Chatou","78400"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-27 00:00:00","2294.9900","57.3748","Germany","Offenbach","63009"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-27 00:00:00","2294.9900","57.3748","United Kingdom","London","W1Y 3RA"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-27 00:00:00","2319.9900","57.9998","United Kingdom","Newcastle upon Tyne","NT20"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-27 00:00:00","2294.9900","57.3748","Germany","Frankfurt","60323"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-27 00:00:00","2294.9900","57.3748","United Kingdom","Kirkby","KB9"
"Road-250 Black, 58","Road Bikes","Bikes","2015-03-27 00:00:00","2443.3500","61.0838","France","Drancy","93700"
"Road-250 Black, 48","Road Bikes","Bikes","2015-03-27 00:00:00","2443.3500","61.0838","United Kingdom","London","W1V 5RN"
"Mountain-400-W Silver, 42","Mountain Bikes","Bikes","2015-03-27 00:00:00","769.4900","19.2373","Germany","Berlin","14197"
"Mountain-500 Silver, 48","Mountain Bikes","Bikes","2015-03-27 00:00:00","564.9900","14.1248","Germany","Saarlouis","66740"
"Mountain-500 Silver, 44","Mountain Bikes","Bikes","2015-03-27 00:00:00","564.9900","14.1248","United States","Beverly Hills","90210"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-03-27 00:00:00","769.4900","19.2373","United States","Bellingham","98225"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-27 00:00:00","2294.9900","57.3748","United States","Grossmont","91941"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-27 00:00:00","2294.9900","57.3748","United States","San Diego","92102"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-27 00:00:00","2294.9900","57.3748","United States","Bellflower","90706"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-27 00:00:00","2319.9900","57.9998","United States","Lakewood","90712"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-27 00:00:00","2294.9900","57.3748","United States","Woodland Hills","91364"
"Touring-3000 Blue, 54","Touring Bikes","Bikes","2015-03-27 00:00:00","742.3500","18.5588","United Kingdom","Berkshire","RG11 5TP"
"Touring-3000 Yellow, 58","Touring Bikes","Bikes","2015-03-27 00:00:00","742.3500","18.5588","France","Pantin","93500"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-03-27 00:00:00","1120.4900","28.0123","Australia","Lane Cove","1597"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-03-27 00:00:00","2319.9900","57.9998","Australia","Caloundra","4551"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-27 00:00:00","2319.9900","57.9998","Australia","Goulburn","2580"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-27 00:00:00","2294.9900","57.3748","Australia","Warrnambool","3280"
"Touring-3000 Blue, 54","Touring Bikes","Bikes","2015-03-27 00:00:00","742.3500","18.5588","United States","Burlingame","94010"
"Touring-2000 Blue, 46","Touring Bikes","Bikes","2015-03-27 00:00:00","1214.8500","30.3713","United States","Concord","94519"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-27 00:00:00","539.9900","13.4998","United States","Beverly Hills","90210"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-27 00:00:00","539.9900","13.4998","United States","Long Beach","90802"
"Road-550-W Yellow, 40","Road Bikes","Bikes","2015-03-27 00:00:00","1120.4900","28.0123","United States","Kirkland","98033"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-03-27 00:00:00","1120.4900","28.0123","United States","Everett","98201"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-03-27 00:00:00","1700.9900","42.5248","Canada","Port Hammond","V6B 3P7"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-27 00:00:00","539.9900","13.4998","France","Boulogne-sur-Mer","62200"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-27 00:00:00","539.9900","13.4998","Germany","Hamburg","20354"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-03-27 00:00:00","2384.0700","59.6018","United Kingdom","Liverpool","L4 4HB"
"Touring-3000 Blue, 62","Touring Bikes","Bikes","2015-03-27 00:00:00","742.3500","18.5588","Australia","Rhodes","2138"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-03-27 00:00:00","2384.0700","59.6018","Australia","Warrnambool","3280"
"Touring-1000 Yellow, 60","Touring Bikes","Bikes","2015-03-27 00:00:00","2384.0700","59.6018","Australia","North Sydney","2055"
"Mountain-400-W Silver, 42","Mountain Bikes","Bikes","2015-03-26 00:00:00","769.4900","19.2373","Australia","Hobart","7001"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-03-26 00:00:00","769.4900","19.2373","Australia","Melton","3337"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-03-26 00:00:00","1700.9900","42.5248","France","S?vres","92310"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-03-26 00:00:00","1700.9900","42.5248","Germany","Ingolstadt","85049"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-26 00:00:00","2294.9900","57.3748","France","Colomiers","31770"
"Mountain-500 Silver, 42","Mountain Bikes","Bikes","2015-03-26 00:00:00","564.9900","14.1248","France","Tremblay-en-France","93290"
"Mountain-500 Silver, 40","Mountain Bikes","Bikes","2015-03-26 00:00:00","564.9900","14.1248","United States","Redmond","98052"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-03-26 00:00:00","769.4900","19.2373","United States","Corvallis","97330"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-26 00:00:00","2294.9900","57.3748","United States","Coronado","92118"
"Touring-3000 Blue, 50","Touring Bikes","Bikes","2015-03-26 00:00:00","742.3500","18.5588","Germany","Duesseldorf","40605"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-03-26 00:00:00","2384.0700","59.6018","France","Paris La Defense","92081"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-03-26 00:00:00","1700.9900","42.5248","Australia","Lane Cove","1597"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-03-26 00:00:00","1120.4900","28.0123","Australia","Port Macquarie","2444"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-03-26 00:00:00","1120.4900","28.0123","Australia","Silverwater","2264"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-26 00:00:00","539.9900","13.4998","Australia","Sunbury","3429"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-26 00:00:00","539.9900","13.4998","Australia","Warrnambool","3280"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-26 00:00:00","539.9900","13.4998","Australia","Cloverdale","6105"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-26 00:00:00","2294.9900","57.3748","Australia","Townsville","4810"
"Road-250 Black, 58","Road Bikes","Bikes","2015-03-26 00:00:00","2443.3500","61.0838","Australia","Brisbane","4000"
"Road-250 Black, 58","Road Bikes","Bikes","2015-03-26 00:00:00","2443.3500","61.0838","Australia","Lavender Bay","2060"
"Touring-1000 Blue, 54","Touring Bikes","Bikes","2015-03-26 00:00:00","2384.0700","59.6018","United States","Walla Walla","99362"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-03-26 00:00:00","2384.0700","59.6018","United States","Bellflower","90706"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-26 00:00:00","539.9900","13.4998","United States","Lemon Grove","91945"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-26 00:00:00","539.9900","13.4998","United States","Torrance","90505"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-26 00:00:00","539.9900","13.4998","United States","Salem","97301"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-26 00:00:00","539.9900","13.4998","Germany","Paderborn","33098"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-03-26 00:00:00","2384.0700","59.6018","France","Paris","75006"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-03-26 00:00:00","2384.0700","59.6018","Australia","Caloundra","4551"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-03-26 00:00:00","2384.0700","59.6018","Australia","Sydney","1002"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-03-25 00:00:00","1700.9900","42.5248","United Kingdom","York","YO15"
"Road-250 Black, 48","Road Bikes","Bikes","2015-03-25 00:00:00","2443.3500","61.0838","United Kingdom","London","EC1R 0DU"
"Road-250 Black, 44","Road Bikes","Bikes","2015-03-25 00:00:00","2443.3500","61.0838","United States","Burien","98168"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-03-25 00:00:00","769.4900","19.2373","United States","Novato","94947"
"Mountain-500 Silver, 42","Mountain Bikes","Bikes","2015-03-25 00:00:00","564.9900","14.1248","United States","Sedro Woolley","98284"
"Touring-3000 Yellow, 62","Touring Bikes","Bikes","2015-03-25 00:00:00","742.3500","18.5588","France","Metz","57000"
"Touring-1000 Yellow, 60","Touring Bikes","Bikes","2015-03-25 00:00:00","2384.0700","59.6018","United Kingdom","Gateshead","GA10"
"Road-550-W Yellow, 40","Road Bikes","Bikes","2015-03-25 00:00:00","1120.4900","28.0123","Australia","Milsons Point","2061"
"Road-750 Black, 58","Road Bikes","Bikes","2015-03-25 00:00:00","539.9900","13.4998","Australia","Rhodes","2138"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-25 00:00:00","539.9900","13.4998","Australia","Perth","6006"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-03-25 00:00:00","2294.9900","57.3748","Australia","North Ryde","2113"
"Road-250 Black, 48","Road Bikes","Bikes","2015-03-25 00:00:00","2443.3500","61.0838","Australia","Geelong","3220"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-25 00:00:00","2319.9900","57.9998","Australia","Perth","6006"
"Touring-3000 Blue, 54","Touring Bikes","Bikes","2015-03-25 00:00:00","742.3500","18.5588","United States","Torrance","90505"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-03-25 00:00:00","2384.0700","59.6018","United States","Lincoln Acres","91950"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-03-25 00:00:00","2384.0700","59.6018","United States","Burien","98168"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-25 00:00:00","539.9900","13.4998","United States","Beverly Hills","90210"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-25 00:00:00","539.9900","13.4998","United States","W. Linn","97068"
"Road-750 Black, 48","Road Bikes","Bikes","2015-03-25 00:00:00","539.9900","13.4998","United States","Bellingham","98225"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-25 00:00:00","539.9900","13.4998","United States","Marysville","98270"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-03-25 00:00:00","1120.4900","28.0123","United States","Puyallup","98371"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-03-25 00:00:00","1120.4900","28.0123","France","Paris","75017"
"Road-750 Black, 58","Road Bikes","Bikes","2015-03-25 00:00:00","539.9900","13.4998","France","Les Ulis","91940"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-25 00:00:00","539.9900","13.4998","France","Paris","75009"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-24 00:00:00","2319.9900","57.9998","United Kingdom","Newcastle upon Tyne","NT20"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-24 00:00:00","2294.9900","57.3748","United Kingdom","Bracknell","RG12 8TB"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-24 00:00:00","2294.9900","57.3748","Germany","Dresden","01071"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-03-24 00:00:00","2294.9900","57.3748","France","Metz","57000"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-24 00:00:00","2294.9900","57.3748","Germany","Darmstadt","64283"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-03-24 00:00:00","2319.9900","57.9998","Germany","Erlangen","91054"
"Road-250 Black, 52","Road Bikes","Bikes","2015-03-24 00:00:00","2443.3500","61.0838","France","Cergy","95000"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-03-24 00:00:00","769.4900","19.2373","United Kingdom","Kirkby","KB9"
"Mountain-500 Black, 44","Mountain Bikes","Bikes","2015-03-24 00:00:00","539.9900","13.4998","United Kingdom","London","W1X3SE"
"Mountain-500 Silver, 42","Mountain Bikes","Bikes","2015-03-24 00:00:00","564.9900","14.1248","United Kingdom","Berkshire","RG11 5TP"
"Road-250 Red, 58","Road Bikes","Bikes","2015-03-24 00:00:00","2443.3500","61.0838","United States","Everett","98201"
"Mountain-400-W Silver, 40","Mountain Bikes","Bikes","2015-03-24 00:00:00","769.4900","19.2373","United States","Burien","98168"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-24 00:00:00","2319.9900","57.9998","United States","Everett","98201"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-03-24 00:00:00","2319.9900","57.9998","United States","La Jolla","92806"
"Touring-3000 Blue, 54","Touring Bikes","Bikes","2015-03-24 00:00:00","742.3500","18.5588","France","Suresnes","92150"
"Touring-2000 Blue, 50","Touring Bikes","Bikes","2015-03-24 00:00:00","1214.8500","30.3713","United Kingdom","Watford","WA3"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-03-24 00:00:00","1700.9900","42.5248","Australia","Caloundra","4551"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-03-24 00:00:00","1120.4900","28.0123","Australia","East Brisbane","4169"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-03-24 00:00:00","1120.4900","28.0123","Australia","Goulburn","2580"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-03-24 00:00:00","2319.9900","57.9998","Australia","Port Macquarie","2444"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-03-24 00:00:00","2294.9900","57.3748","Australia","Brisbane","4000"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-24 00:00:00","539.9900","13.4998","United States","Burlingame","94010"
"Road-750 Black, 58","Road Bikes","Bikes","2015-03-24 00:00:00","539.9900","13.4998","United States","Berkeley","94704"
"Road-750 Black, 52","Road Bikes","Bikes","2015-03-24 00:00:00","539.9900","13.4998","United States","Bremerton","98312"
"Road-750 Black, 44","Road Bikes","Bikes","2015-03-24 00:00:00","539.9900","13.4998","France","Roubaix","59100"
