"Product","SubCategory","Category","OrderDate","SalesAmount","Freight","Country","City","PostalCode"
"Touring-1000 Yellow, 60","Touring Bikes","Bikes","2015-05-31 00:00:00","2384.0700","59.6018","Germany","Paderborn","33098"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-05-31 00:00:00","1120.4900","28.0123","Australia","North Sydney","2055"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-05-31 00:00:00","1120.4900","28.0123","Australia","Rockhampton","4700"
"Road-750 Black, 44","Road Bikes","Bikes","2015-05-31 00:00:00","539.9900","13.4998","Australia","Goulburn","2580"
"Road-750 Black, 58","Road Bikes","Bikes","2015-05-31 00:00:00","539.9900","13.4998","Australia","Lane Cove","1597"
"Road-750 Black, 44","Road Bikes","Bikes","2015-05-31 00:00:00","539.9900","13.4998","Australia","Hawthorne","4171"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-05-31 00:00:00","2319.9900","57.9998","Australia","Coffs Harbour","2450"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-05-31 00:00:00","2319.9900","57.9998","Australia","Wollongong","2500"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-05-31 00:00:00","2294.9900","57.3748","Australia","Cloverdale","6105"
"Touring-3000 Yellow, 58","Touring Bikes","Bikes","2015-05-31 00:00:00","742.3500","18.5588","United States","Issaquah","98027"
"Touring-2000 Blue, 54","Touring Bikes","Bikes","2015-05-31 00:00:00","1214.8500","30.3713","United States","Portland","97205"
"Touring-2000 Blue, 50","Touring Bikes","Bikes","2015-05-31 00:00:00","1214.8500","30.3713","United States","Chula Vista","91910"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-05-31 00:00:00","2384.0700","59.6018","United States","Everett","98201"
"Touring-1000 Yellow, 60","Touring Bikes","Bikes","2015-05-31 00:00:00","2384.0700","59.6018","United States","Woodland Hills","91364"
"Touring-1000 Blue, 50","Touring Bikes","Bikes","2015-05-31 00:00:00","2384.0700","59.6018","United States","Daly City","94015"
"Road-750 Black, 44","Road Bikes","Bikes","2015-05-31 00:00:00","539.9900","13.4998","United States","Downey","90241"
"Road-750 Black, 52","Road Bikes","Bikes","2015-05-31 00:00:00","539.9900","13.4998","United States","Concord","94519"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-05-31 00:00:00","1120.4900","28.0123","United States","Port Orchard","98366"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-05-31 00:00:00","1700.9900","42.5248","Canada","Langford","V9"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-05-31 00:00:00","1700.9900","42.5248","United States","Kirkland","98033"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-05-31 00:00:00","1120.4900","28.0123","Germany","Frankfurt","60323"
"Touring-3000 Blue, 62","Touring Bikes","Bikes","2015-05-31 00:00:00","742.3500","18.5588","Australia","East Brisbane","4169"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-05-31 00:00:00","2384.0700","59.6018","Australia","Geelong","3220"
"Road-750 Black, 44","Road Bikes","Bikes","2015-05-31 00:00:00","539.9900","13.4998","Australia","Lavender Bay","2060"
"Road-750 Black, 44","Road Bikes","Bikes","2015-05-31 00:00:00","539.9900","13.4998","Australia","Cranbourne","3977"
"Mountain-400-W Silver, 42","Mountain Bikes","Bikes","2015-05-30 00:00:00","769.4900","19.2373","Germany","Darmstadt","64283"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-05-30 00:00:00","2294.9900","57.3748","Germany","M?nchen","80074"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-05-30 00:00:00","2294.9900","57.3748","United Kingdom","Warrington","WA1"
"Mountain-500 Black, 40","Mountain Bikes","Bikes","2015-05-30 00:00:00","539.9900","13.4998","Germany","Hamburg","20354"
"Mountain-500 Black, 42","Mountain Bikes","Bikes","2015-05-30 00:00:00","539.9900","13.4998","Germany","Poing","66041"
"Mountain-500 Black, 44","Mountain Bikes","Bikes","2015-05-30 00:00:00","539.9900","13.4998","United Kingdom","West Sussex","RH15 9UD"
"Mountain-500 Silver, 44","Mountain Bikes","Bikes","2015-05-30 00:00:00","564.9900","14.1248","United States","Bremerton","98312"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-05-30 00:00:00","2294.9900","57.3748","United States","Berkeley","94704"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-05-30 00:00:00","2319.9900","57.9998","United States","Lakewood","90712"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-05-30 00:00:00","769.4900","19.2373","United States","Concord","94519"
"Mountain-400-W Silver, 42","Mountain Bikes","Bikes","2015-05-30 00:00:00","769.4900","19.2373","United States","Burbank","91502"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-05-30 00:00:00","769.4900","19.2373","United States","Chula Vista","91910"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-05-30 00:00:00","2294.9900","57.3748","United States","Berkeley","94704"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-05-30 00:00:00","2319.9900","57.9998","Canada","Shawnee","V9B 2C3"
"Touring-3000 Blue, 44","Touring Bikes","Bikes","2015-05-30 00:00:00","742.3500","18.5588","United Kingdom","Warrington","WA1"
"Road-250 Black, 58","Road Bikes","Bikes","2015-05-30 00:00:00","2443.3500","61.0838","Australia","Malabar","2036"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-05-30 00:00:00","1700.9900","42.5248","Australia","Seaford","3198"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-05-30 00:00:00","2294.9900","57.3748","Australia","Lane Cove","1597"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-05-30 00:00:00","2294.9900","57.3748","Australia","East Brisbane","4169"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-05-30 00:00:00","2384.0700","59.6018","United States","Santa Monica","90401"
"Touring-1000 Blue, 50","Touring Bikes","Bikes","2015-05-30 00:00:00","2384.0700","59.6018","United States","Olympia","98501"
"Road-750 Black, 44","Road Bikes","Bikes","2015-05-30 00:00:00","539.9900","13.4998","United States","Issaquah","98027"
"Road-750 Black, 52","Road Bikes","Bikes","2015-05-30 00:00:00","539.9900","13.4998","Canada","Sooke","V0"
"Road-750 Black, 48","Road Bikes","Bikes","2015-05-30 00:00:00","539.9900","13.4998","United States","Torrance","90505"
"Road-550-W Yellow, 40","Road Bikes","Bikes","2015-05-30 00:00:00","1120.4900","28.0123","United States","Berkeley","94704"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-05-30 00:00:00","1120.4900","28.0123","United States","Daly City","94015"
"Road-550-W Yellow, 40","Road Bikes","Bikes","2015-05-30 00:00:00","1120.4900","28.0123","United States","Lemon Grove","91945"
"Road-750 Black, 58","Road Bikes","Bikes","2015-05-30 00:00:00","539.9900","13.4998","France","Colombes","92700"
"Road-750 Black, 48","Road Bikes","Bikes","2015-05-30 00:00:00","539.9900","13.4998","France","Verrieres Le Buisson","91370"
"Touring-1000 Yellow, 60","Touring Bikes","Bikes","2015-05-30 00:00:00","2384.0700","59.6018","Australia","Bendigo","3550"
"Road-750 Black, 48","Road Bikes","Bikes","2015-05-30 00:00:00","539.9900","13.4998","Australia","South Melbourne","3205"
"Road-750 Black, 52","Road Bikes","Bikes","2015-05-30 00:00:00","539.9900","13.4998","Australia","Rhodes","2138"
"Road-250 Black, 52","Road Bikes","Bikes","2015-05-29 00:00:00","2443.3500","61.0838","Australia","South Melbourne","3205"
"Road-250 Black, 44","Road Bikes","Bikes","2015-05-29 00:00:00","2443.3500","61.0838","Australia","Goulburn","2580"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-05-29 00:00:00","1700.9900","42.5248","United Kingdom","York","YO15"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-05-29 00:00:00","1700.9900","42.5248","United Kingdom","Bracknell","RG12 8TB"
"Road-250 Black, 58","Road Bikes","Bikes","2015-05-29 00:00:00","2443.3500","61.0838","United Kingdom","W. York","BD1 4SJ"
"Mountain-400-W Silver, 42","Mountain Bikes","Bikes","2015-05-29 00:00:00","769.4900","19.2373","France","Villeneuve-d'Ascq","59491"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-05-29 00:00:00","769.4900","19.2373","United Kingdom","Watford","WA3"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-05-29 00:00:00","2319.9900","57.9998","United Kingdom","Newcastle upon Tyne","NT20"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-05-29 00:00:00","2294.9900","57.3748","Germany","Sulzbach Taunus","66272"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-05-29 00:00:00","2319.9900","57.9998","United Kingdom","Leeds","LE18"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-05-29 00:00:00","2294.9900","57.3748","United States","Olympia","98501"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-05-29 00:00:00","2319.9900","57.9998","United States","Everett","98201"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-05-29 00:00:00","2319.9900","57.9998","Canada","Shawnee","V8Z 4N5"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-05-29 00:00:00","2294.9900","57.3748","United States","Salem","97301"
"Touring-2000 Blue, 50","Touring Bikes","Bikes","2015-05-29 00:00:00","1214.8500","30.3713","France","Villeneuve-d'Ascq","59491"
"Road-250 Black, 58","Road Bikes","Bikes","2015-05-29 00:00:00","2443.3500","61.0838","Australia","Lavender Bay","2060"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-05-29 00:00:00","1700.9900","42.5248","Australia","Cloverdale","6105"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-05-29 00:00:00","1700.9900","42.5248","Australia","Silverwater","2264"
"Road-750 Black, 58","Road Bikes","Bikes","2015-05-29 00:00:00","539.9900","13.4998","Australia","North Ryde","2113"
"Road-750 Black, 48","Road Bikes","Bikes","2015-05-29 00:00:00","539.9900","13.4998","Australia","Perth","6006"
"Road-750 Black, 48","Road Bikes","Bikes","2015-05-29 00:00:00","539.9900","13.4998","Australia","Perth","6006"
"Road-750 Black, 52","Road Bikes","Bikes","2015-05-29 00:00:00","539.9900","13.4998","Australia","Gold Coast","4217"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-05-29 00:00:00","2319.9900","57.9998","Australia","North Ryde","2113"
"Touring-1000 Blue, 54","Touring Bikes","Bikes","2015-05-29 00:00:00","2384.0700","59.6018","United States","Newport Beach","92625"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-05-29 00:00:00","2384.0700","59.6018","United States","Issaquah","98027"
"Touring-1000 Blue, 54","Touring Bikes","Bikes","2015-05-29 00:00:00","2384.0700","59.6018","United States","Burlingame","94010"
"Road-750 Black, 48","Road Bikes","Bikes","2015-05-29 00:00:00","539.9900","13.4998","Canada","Langford","V9"
"Road-750 Black, 44","Road Bikes","Bikes","2015-05-29 00:00:00","539.9900","13.4998","Canada","Shawnee","V9B 2C3"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-05-29 00:00:00","1120.4900","28.0123","United States","La Jolla","92806"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-05-29 00:00:00","1120.4900","28.0123","United States","Oregon City","97045"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-05-29 00:00:00","1120.4900","28.0123","United States","Port Orchard","98366"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-05-29 00:00:00","1700.9900","42.5248","United States","Bremerton","98312"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-05-29 00:00:00","1700.9900","42.5248","United States","Oakland","94611"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-05-29 00:00:00","1700.9900","42.5248","United States","Portland","97205"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-05-29 00:00:00","1700.9900","42.5248","United States","Oregon City","97045"
"Road-750 Black, 44","Road Bikes","Bikes","2015-05-29 00:00:00","539.9900","13.4998","Germany","Frankfurt am Main","60075"
"Touring-1000 Blue, 60","Touring Bikes","Bikes","2015-05-29 00:00:00","2384.0700","59.6018","Germany","Berlin","12171"
"Road-250 Black, 44","Road Bikes","Bikes","2015-05-28 00:00:00","2443.3500","61.0838","Australia","Cloverdale","6105"
"Road-250 Black, 58","Road Bikes","Bikes","2015-05-28 00:00:00","2443.3500","61.0838","Germany","Solingen","42651"
"Road-250 Black, 52","Road Bikes","Bikes","2015-05-28 00:00:00","2443.3500","61.0838","United Kingdom","Peterborough","PB12"
"Road-250 Black, 48","Road Bikes","Bikes","2015-05-28 00:00:00","2443.3500","61.0838","Germany","M?nster","48001"
"Road-250 Black, 44","Road Bikes","Bikes","2015-05-28 00:00:00","2443.3500","61.0838","United Kingdom","Oxford","OX14 4SE"
"Road-250 Red, 58","Road Bikes","Bikes","2015-05-28 00:00:00","2443.3500","61.0838","France","Roubaix","59100"
"Mountain-400-W Silver, 40","Mountain Bikes","Bikes","2015-05-28 00:00:00","769.4900","19.2373","France","Paris","75007"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-05-28 00:00:00","2294.9900","57.3748","Germany","M?hlheim","63151"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-05-28 00:00:00","2319.9900","57.9998","France","Saint Germain en Laye","78100"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-05-28 00:00:00","2319.9900","57.9998","United Kingdom","Newcastle upon Tyne","NT20"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-05-28 00:00:00","2319.9900","57.9998","Germany","Stuttgart","70452"
"Mountain-500 Silver, 42","Mountain Bikes","Bikes","2015-05-28 00:00:00","564.9900","14.1248","France","Morangis","91420"
"Mountain-500 Silver, 44","Mountain Bikes","Bikes","2015-05-28 00:00:00","564.9900","14.1248","France","Paris","75007"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-05-28 00:00:00","2319.9900","57.9998","United States","Lebanon","97355"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-05-28 00:00:00","769.4900","19.2373","United States","Lakewood","90712"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-05-28 00:00:00","2294.9900","57.3748","United States","Lynnwood","98036"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-05-28 00:00:00","2319.9900","57.9998","United States","Walla Walla","99362"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-05-28 00:00:00","2384.0700","59.6018","Germany","Berlin","14111"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-05-28 00:00:00","1120.4900","28.0123","Australia","Caloundra","4551"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-05-28 00:00:00","2384.0700","59.6018","Australia","Darlinghurst","2010"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-05-28 00:00:00","769.4900","19.2373","Australia","Darlinghurst","2010"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-05-28 00:00:00","2384.0700","59.6018","Canada","Oak Bay","V8P"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-05-28 00:00:00","2384.0700","59.6018","Canada","Newton","V2M1S6"
"Road-550-W Yellow, 40","Road Bikes","Bikes","2015-05-28 00:00:00","1120.4900","28.0123","United States","Concord","94519"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-05-28 00:00:00","1700.9900","42.5248","United States","Palo Alto","94303"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-05-28 00:00:00","1700.9900","42.5248","United States","Woodland Hills","91364"
"Road-550-W Yellow, 40","Road Bikes","Bikes","2015-05-28 00:00:00","1120.4900","28.0123","United Kingdom","Gloucestershire","GL7 1RY"
"Road-750 Black, 44","Road Bikes","Bikes","2015-05-28 00:00:00","539.9900","13.4998","United Kingdom","Lancaster","LA1 1LN"
"Road-750 Black, 48","Road Bikes","Bikes","2015-05-28 00:00:00","539.9900","13.4998","Germany","Berlin","14197"
"Road-750 Black, 44","Road Bikes","Bikes","2015-05-28 00:00:00","539.9900","13.4998","Germany","Eilenburg","04838"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-05-28 00:00:00","2384.0700","59.6018","Australia","Coffs Harbour","2450"
"Road-750 Black, 52","Road Bikes","Bikes","2015-05-28 00:00:00","539.9900","13.4998","Australia","East Brisbane","4169"
"Touring-2000 Blue, 54","Touring Bikes","Bikes","2015-05-28 00:00:00","1214.8500","30.3713","Australia","Newcastle","2300"
"Road-750 Black, 44","Road Bikes","Bikes","2015-05-28 00:00:00","539.9900","13.4998","Australia","Brisbane","4000"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-05-27 00:00:00","1700.9900","42.5248","United Kingdom","Runcorn","TY31"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-05-27 00:00:00","1700.9900","42.5248","Germany","M?nchen","80074"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-05-27 00:00:00","2319.9900","57.9998","France","Paris","75003"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-05-27 00:00:00","2319.9900","57.9998","France","Courbevoie","92400"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-05-27 00:00:00","2294.9900","57.3748","United States","Renton","98055"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-05-27 00:00:00","2319.9900","57.9998","United States","El Cajon","92020"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-05-27 00:00:00","2294.9900","57.3748","United States","Glendale","91203"
"Mountain-400-W Silver, 38","Mountain Bikes","Bikes","2015-05-27 00:00:00","769.4900","19.2373","United States","Chula Vista","91910"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-05-27 00:00:00","2294.9900","57.3748","United States","Olympia","98501"
"Touring-3000 Yellow, 50","Touring Bikes","Bikes","2015-05-27 00:00:00","742.3500","18.5588","Germany","Kiel","24044"
"Touring-3000 Blue, 54","Touring Bikes","Bikes","2015-05-27 00:00:00","742.3500","18.5588","Germany","Werne","59368"
"Touring-1000 Blue, 54","Touring Bikes","Bikes","2015-05-27 00:00:00","2384.0700","59.6018","Germany","Leipzig","04139"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-05-27 00:00:00","1120.4900","28.0123","Australia","Bendigo","3550"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-05-27 00:00:00","1700.9900","42.5248","Australia","Port Macquarie","2444"
"Road-550-W Yellow, 40","Road Bikes","Bikes","2015-05-27 00:00:00","1120.4900","28.0123","Australia","Silverwater","2264"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-05-27 00:00:00","2319.9900","57.9998","Australia","Bendigo","3550"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-05-27 00:00:00","2319.9900","57.9998","Australia","Bendigo","3550"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-05-27 00:00:00","2294.9900","57.3748","Australia","Newcastle","2300"
"Touring-2000 Blue, 54","Touring Bikes","Bikes","2015-05-27 00:00:00","1214.8500","30.3713","United States","Bellingham","98225"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-05-27 00:00:00","2384.0700","59.6018","United States","Colma","94014"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-05-27 00:00:00","2384.0700","59.6018","United States","Downey","90241"
"Road-750 Black, 44","Road Bikes","Bikes","2015-05-27 00:00:00","539.9900","13.4998","United States","Port Orchard","98366"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-05-27 00:00:00","1120.4900","28.0123","United States","Bremerton","98312"
"Road-550-W Yellow, 48","Road Bikes","Bikes","2015-05-27 00:00:00","1120.4900","28.0123","United States","Lemon Grove","91945"
"Road-550-W Yellow, 38","Road Bikes","Bikes","2015-05-27 00:00:00","1120.4900","28.0123","United States","Colma","94014"
"Road-350-W Yellow, 42","Road Bikes","Bikes","2015-05-27 00:00:00","1700.9900","42.5248","United States","W. Linn","97068"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-05-27 00:00:00","1700.9900","42.5248","Canada","N. Vancouver","V7L 4J4"
"Road-550-W Yellow, 44","Road Bikes","Bikes","2015-05-27 00:00:00","1120.4900","28.0123","France","Dunkerque","59140"
"Touring-1000 Blue, 54","Touring Bikes","Bikes","2015-05-27 00:00:00","2384.0700","59.6018","Australia","Caloundra","4551"
"Road-350-W Yellow, 48","Road Bikes","Bikes","2015-05-27 00:00:00","1700.9900","42.5248","Germany","Bottrop","46236"
"Road-750 Black, 58","Road Bikes","Bikes","2015-05-27 00:00:00","539.9900","13.4998","Australia","Seaford","3198"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-05-26 00:00:00","769.4900","19.2373","United Kingdom","York","YO15"
"Mountain-400-W Silver, 46","Mountain Bikes","Bikes","2015-05-26 00:00:00","769.4900","19.2373","Germany","Darmstadt","64283"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-05-26 00:00:00","2319.9900","57.9998","France","Villeneuve-d'Ascq","59491"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-05-26 00:00:00","2294.9900","57.3748","Germany","Dresden","01071"
"Mountain-500 Silver, 52","Mountain Bikes","Bikes","2015-05-26 00:00:00","564.9900","14.1248","Canada","Metchosin","V9"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-05-26 00:00:00","2319.9900","57.9998","United States","Chula Vista","91910"
"Mountain-200 Black, 42","Mountain Bikes","Bikes","2015-05-26 00:00:00","2294.9900","57.3748","United States","Fremont","94536"
"Mountain-200 Silver, 46","Mountain Bikes","Bikes","2015-05-26 00:00:00","2319.9900","57.9998","United States","Burlingame","94010"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-05-26 00:00:00","2319.9900","57.9998","United States","Beverly Hills","90210"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-05-26 00:00:00","2319.9900","57.9998","United States","Woodland Hills","91364"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-05-26 00:00:00","2294.9900","57.3748","United States","Bellflower","90706"
"Mountain-200 Silver, 38","Mountain Bikes","Bikes","2015-05-26 00:00:00","2319.9900","57.9998","United States","El Cajon","92020"
"Touring-1000 Yellow, 54","Touring Bikes","Bikes","2015-05-26 00:00:00","2384.0700","59.6018","United Kingdom","York","Y024 1GF"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-05-26 00:00:00","1700.9900","42.5248","Australia","Rhodes","2138"
"Road-350-W Yellow, 44","Road Bikes","Bikes","2015-05-26 00:00:00","1700.9900","42.5248","Australia","Geelong","3220"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-05-26 00:00:00","2384.0700","59.6018","Australia","Geelong","3220"
"Touring-1000 Yellow, 46","Touring Bikes","Bikes","2015-05-26 00:00:00","2384.0700","59.6018","Australia","Milsons Point","2061"
"Mountain-500 Silver, 48","Mountain Bikes","Bikes","2015-05-26 00:00:00","564.9900","14.1248","Australia","Townsville","4810"
"Mountain-400-W Silver, 42","Mountain Bikes","Bikes","2015-05-26 00:00:00","769.4900","19.2373","Australia","Hobart","7001"
"Road-350-W Yellow, 40","Road Bikes","Bikes","2015-05-26 00:00:00","1700.9900","42.5248","Canada","Cliffside","V8Y 1L1"
"Road-550-W Yellow, 40","Road Bikes","Bikes","2015-05-26 00:00:00","1120.4900","28.0123","United Kingdom","Cheltenham","GL50"
"Road-550-W Yellow, 42","Road Bikes","Bikes","2015-05-26 00:00:00","1120.4900","28.0123","Germany","Saarlouis","66740"
"Touring-1000 Blue, 46","Touring Bikes","Bikes","2015-05-26 00:00:00","2384.0700","59.6018","Australia","Melton","3337"
"Touring-1000 Yellow, 50","Touring Bikes","Bikes","2015-05-26 00:00:00","2384.0700","59.6018","Australia","Melton","3337"
"Road-750 Black, 58","Road Bikes","Bikes","2015-05-26 00:00:00","539.9900","13.4998","Australia","Gold Coast","4217"
"Road-250 Red, 58","Road Bikes","Bikes","2015-05-25 00:00:00","2443.3500","61.0838","Australia","Malabar","2036"
"Road-250 Black, 52","Road Bikes","Bikes","2015-05-25 00:00:00","2443.3500","61.0838","Australia","Springwood","2777"
"Road-250 Black, 58","Road Bikes","Bikes","2015-05-25 00:00:00","2443.3500","61.0838","Australia","Findon","5023"
"Mountain-500 Black, 52","Mountain Bikes","Bikes","2015-05-25 00:00:00","539.9900","13.4998","Germany","Grevenbroich","41485"
"Road-250 Black, 44","Road Bikes","Bikes","2015-05-25 00:00:00","2443.3500","61.0838","Germany","Salzgitter","38231"
"Mountain-500 Silver, 40","Mountain Bikes","Bikes","2015-05-25 00:00:00","564.9900","14.1248","Germany","Offenbach","63009"
"Mountain-500 Silver, 52","Mountain Bikes","Bikes","2015-05-25 00:00:00","564.9900","14.1248","United States","Newport Beach","92625"
"Road-250 Black, 58","Road Bikes","Bikes","2015-05-25 00:00:00","2443.3500","61.0838","United States","Tacoma","98403"
"Mountain-200 Black, 46","Mountain Bikes","Bikes","2015-05-25 00:00:00","2294.9900","57.3748","Canada","Vancouver","V7L 4J4"
"Mountain-200 Silver, 42","Mountain Bikes","Bikes","2015-05-25 00:00:00","2319.9900","57.9998","United States","Beaverton","97005"
"Mountain-200 Black, 38","Mountain Bikes","Bikes","2015-05-25 00:00:00","2294.9900","57.3748","United States","San Gabriel","91776"
